snapshot,step,delta_omega_rad_s,delta_omega_over_kappa,delta_omega_eff_rad_s,delta_omega_eff_over_kappa,label,U_int_J,sech2_corr,contrast
254,508000,3.242469e+08,2.1349,2.377708e+08,1.5655,2,1.585659e-20,0.0768,3.4994
255,510000,3.267193e+08,2.1512,2.399642e+08,1.5800,2,1.618682e-20,0.0779,3.8581
256,512000,3.291918e+08,2.1674,2.421795e+08,1.5945,2,1.601959e-20,0.0782,3.4895
257,514000,3.316643e+08,2.1837,2.443807e+08,1.6090,2,1.605503e-20,0.0804,3.5596
258,516000,3.341367e+08,2.2000,2.465949e+08,1.6236,2,1.626890e-20,0.0818,3.4844
259,518000,3.366092e+08,2.2163,2.488136e+08,1.6382,2,1.603902e-20,0.0776,3.4734
260,520000,3.390817e+08,2.2326,2.510084e+08,1.6527,2,1.578259e-20,0.0761,3.9419
261,522000,3.415541e+08,2.2488,2.531966e+08,1.6671,2,1.610099e-20,0.0795,3.5650
262,524000,3.440266e+08,2.2651,2.554062e+08,1.6816,2,1.618305e-20,0.0772,4.2263
263,526000,3.464991e+08,2.2814,2.576079e+08,1.6961,2,1.642112e-20,0.0763,3.8402
264,528000,3.489716e+08,2.2977,2.598190e+08,1.7107,2,1.619195e-20,0.0761,3.8993
265,530000,3.514440e+08,2.3140,2.620003e+08,1.7250,2,1.643575e-20,0.0749,3.6095
266,532000,3.539165e+08,2.3302,2.641824e+08,1.7394,2,1.613656e-20,0.0786,3.7820
267,534000,3.563890e+08,2.3465,2.664060e+08,1.7541,2,1.599484e-20,0.0759,3.9923
268,536000,3.588614e+08,2.3628,2.686177e+08,1.7686,2,1.629371e-20,0.0798,3.8762
269,538000,3.613339e+08,2.3791,2.708186e+08,1.7831,2,1.657768e-20,0.0782,3.4604
270,540000,3.638064e+08,2.3954,2.730230e+08,1.7976,2,1.660016e-20,0.0796,3.9299
271,542000,3.662788e+08,2.4116,2.752219e+08,1.8121,2,1.671631e-20,0.0771,4.0649
272,544000,3.687513e+08,2.4279,2.773957e+08,1.8264,2,1.654606e-20,0.0758,3.5161
273,546000,3.712238e+08,2.4442,2.795827e+08,1.8408,2,1.641607e-20,0.0700,3.8553
274,548000,3.736962e+08,2.4605,2.817770e+08,1.8553,2,1.729236e-20,0.0772,3.8755
275,550000,3.761687e+08,2.4767,2.839501e+08,1.8696,2,1.682612e-20,0.0778,3.4431
276,552000,3.786412e+08,2.4930,2.861491e+08,1.8840,2,1.634062e-20,0.0787,4.1739
277,554000,3.811136e+08,2.5093,2.883561e+08,1.8986,2,1.687314e-20,0.0745,3.6069
278,556000,3.835861e+08,2.5256,2.905624e+08,1.9131,2,1.732117e-20,0.0738,3.8348
279,558000,3.860586e+08,2.5419,2.927712e+08,1.9276,2,1.688609e-20,0.0757,3.9599
280,560000,3.885310e+08,2.5581,2.949891e+08,1.9423,2,1.648572e-20,0.0725,3.5961
281,562000,3.910035e+08,2.5744,2.971745e+08,1.9566,2,1.699342e-20,0.0726,3.4810
282,564000,3.934760e+08,2.5907,2.994137e+08,1.9714,2,1.697673e-20,0.0753,3.1150
283,566000,3.959484e+08,2.6070,3.016156e+08,1.9859,2,1.686977e-20,0.0761,3.5364
284,568000,3.984209e+08,2.6233,3.038406e+08,2.0005,2,1.695130e-20,0.0772,3.7208
285,570000,4.008934e+08,2.6395,3.060362e+08,2.0150,2,1.803017e-20,0.0791,3.6912
286,572000,4.033659e+08,2.6558,3.082281e+08,2.0294,2,1.731474e-20,0.0803,3.5225
287,574000,4.058383e+08,2.6721,3.104380e+08,2.0440,2,1.760529e-20,0.0824,3.3839
288,576000,4.083108e+08,2.6884,3.126652e+08,2.0586,2,1.759557e-20,0.0777,3.4693
289,578000,4.107833e+08,2.7047,3.148628e+08,2.0731,2,1.741025e-20,0.0808,3.3759
290,580000,4.132557e+08,2.7209,3.170810e+08,2.0877,2,1.736410e-20,0.0776,3.4777
291,582000,4.157282e+08,2.7372,3.193076e+08,2.1024,2,1.725340e-20,0.0817,3.6730
292,584000,4.182006e+08,2.7535,3.215023e+08,2.1168,2,1.773564e-20,0.0802,3.3016
293,586000,4.206731e+08,2.7698,3.236963e+08,2.1313,2,1.665724e-20,0.0781,3.9664
294,588000,4.231456e+08,2.7861,3.258942e+08,2.1457,2,1.768671e-20,0.0800,3.5978
295,590000,4.256180e+08,2.8023,3.280930e+08,2.1602,2,1.721618e-20,0.0800,3.3701
296,592000,4.280905e+08,2.8186,3.302875e+08,2.1747,2,1.714067e-20,0.0751,3.7449
297,594000,4.305630e+08,2.8349,3.325187e+08,2.1894,2,1.699698e-20,0.0807,4.0157
298,596000,4.330355e+08,2.8512,3.347443e+08,2.2040,2,1.801741e-20,0.0752,3.7236
299,598000,4.355079e+08,2.8674,3.369557e+08,2.2186,2,1.719015e-20,0.0727,3.8053
300,600000,4.379804e+08,2.8837,3.391748e+08,2.2332,2,1.802913e-20,0.0800,3.5651
301,602000,4.404529e+08,2.9000,3.413793e+08,2.2477,2,1.858514e-20,0.0822,3.5247
302,604000,4.429253e+08,2.9163,3.436126e+08,2.2624,2,1.760648e-20,0.0782,3.7958
303,606000,4.453978e+08,2.9326,3.458034e+08,2.2768,2,1.769015e-20,0.0798,4.0094
304,608000,4.478703e+08,2.9488,3.479958e+08,2.2913,2,1.834894e-20,0.0788,4.0133
305,610000,4.503428e+08,2.9651,3.502045e+08,2.3058,2,1.793288e-20,0.0798,3.6232
306,612000,4.528152e+08,2.9814,3.524240e+08,2.3204,2,1.770140e-20,0.0709,3.6720
307,614000,4.552877e+08,2.9977,3.546437e+08,2.3350,2,1.799155e-20,0.0777,3.6678
308,616000,4.577601e+08,3.0140,3.568668e+08,2.3497,2,1.802104e-20,0.0793,3.6935
309,618000,4.602326e+08,3.0302,3.591085e+08,2.3644,2,1.835554e-20,0.0829,3.6872
310,620000,4.627051e+08,3.0465,3.613011e+08,2.3789,2,1.797318e-20,0.0776,3.6764
311,622000,4.651775e+08,3.0628,3.635118e+08,2.3934,2,1.825206e-20,0.0819,3.8488
312,624000,4.676500e+08,3.0791,3.657433e+08,2.4081,2,1.806863e-20,0.0720,3.7484
313,626000,4.701225e+08,3.0954,3.679628e+08,2.4227,2,1.835456e-20,0.0771,3.6859
314,628000,4.725949e+08,3.1116,3.701695e+08,2.4373,2,1.820629e-20,0.0766,3.6002
315,630000,4.750674e+08,3.1279,3.723935e+08,2.4519,2,1.885541e-20,0.0778,3.2776
316,632000,4.775399e+08,3.1442,3.745858e+08,2.4663,2,1.849015e-20,0.0777,3.6380
317,634000,4.800124e+08,3.1605,3.768076e+08,2.4810,2,1.899207e-20,0.0796,3.4874
318,636000,4.824848e+08,3.1768,3.790044e+08,2.4954,2,1.884004e-20,0.0791,3.4248
319,638000,4.849573e+08,3.1930,3.812493e+08,2.5102,2,1.755594e-20,0.0781,3.7526
320,640000,4.874298e+08,3.2093,3.834913e+08,2.5250,2,1.868099e-20,0.0829,4.4441
321,642000,4.899022e+08,3.2256,3.856989e+08,2.5395,2,1.866041e-20,0.0780,3.6742
322,644000,4.923747e+08,3.2419,3.878930e+08,2.5539,2,1.842726e-20,0.0816,4.2556
323,646000,4.948472e+08,3.2581,3.900899e+08,2.5684,2,1.905104e-20,0.0777,3.4678
324,648000,4.973196e+08,3.2744,3.923393e+08,2.5832,2,1.816618e-20,0.0751,4.2168
325,650000,4.997921e+08,3.2907,3.945580e+08,2.5978,2,1.929618e-20,0.0724,3.8890
326,652000,5.022646e+08,3.3070,3.967786e+08,2.6124,2,1.847671e-20,0.0813,3.5453
327,654000,5.047370e+08,3.3233,3.989951e+08,2.6270,2,1.844173e-20,0.0783,4.1874
328,656000,5.072095e+08,3.3395,4.011941e+08,2.6415,2,1.844151e-20,0.0788,3.5701
329,658000,5.096820e+08,3.3558,4.034092e+08,2.6561,2,1.886568e-20,0.0816,3.4210
330,660000,5.121544e+08,3.3721,4.056572e+08,2.6709,2,1.924537e-20,0.0783,3.6611
331,662000,5.146269e+08,3.3884,4.079044e+08,2.6857,2,1.857570e-20,0.0763,3.7221
332,664000,5.170994e+08,3.4047,4.101230e+08,2.7003,2,1.868998e-20,0.0773,4.4162
333,666000,5.195718e+08,3.4209,4.123580e+08,2.7150,2,1.841935e-20,0.0813,3.5394
334,668000,5.220443e+08,3.4372,4.145548e+08,2.7295,2,1.868440e-20,0.0837,3.5455
335,670000,5.245168e+08,3.4535,4.167832e+08,2.7442,2,1.892722e-20,0.0719,3.8253
336,672000,5.269892e+08,3.4698,4.190294e+08,2.7590,2,1.914104e-20,0.0708,3.6668
337,674000,5.294617e+08,3.4861,4.212857e+08,2.7738,2,1.883725e-20,0.0825,3.8232
338,676000,5.319342e+08,3.5023,4.235024e+08,2.7884,2,1.935691e-20,0.0865,3.5860
339,678000,5.344067e+08,3.5186,4.257545e+08,2.8032,2,1.941600e-20,0.0793,3.8062
340,680000,5.368791e+08,3.5349,4.279784e+08,2.8179,2,1.954447e-20,0.0832,3.8851
341,682000,5.393516e+08,3.5512,4.302348e+08,2.8327,2,1.914945e-20,0.0793,3.7490
342,684000,5.418241e+08,3.5674,4.324788e+08,2.8475,2,1.962800e-20,0.0850,3.3910
343,686000,5.442965e+08,3.5837,4.346778e+08,2.8620,2,1.909901e-20,0.0751,3.6198
344,688000,5.467690e+08,3.6000,4.368993e+08,2.8766,2,1.952671e-20,0.0764,3.7319
345,690000,5.492415e+08,3.6163,4.391331e+08,2.8913,2,1.862784e-20,0.0827,3.7043
346,692000,5.517139e+08,3.6326,4.413493e+08,2.9059,2,1.899348e-20,0.0705,4.0113
347,694000,5.541864e+08,3.6488,4.435630e+08,2.9205,2,1.933324e-20,0.0778,3.9107
348,696000,5.566589e+08,3.6651,4.458086e+08,2.9353,2,1.932634e-20,0.0786,3.7513
349,698000,5.591313e+08,3.6814,4.480560e+08,2.9501,2,2.018294e-20,0.0747,3.8526
350,700000,5.616038e+08,3.6977,4.502564e+08,2.9646,2,1.931951e-20,0.0781,3.7924
351,702000,5.640763e+08,3.7140,4.525116e+08,2.9794,2,1.961700e-20,0.0832,3.8797
352,704000,5.665487e+08,3.7302,4.547648e+08,2.9942,2,1.920538e-20,0.0788,3.8844
353,706000,5.690212e+08,3.7465,4.570143e+08,3.0090,2,1.971493e-20,0.0877,3.9354
354,708000,5.714937e+08,3.7628,4.592502e+08,3.0238,2,1.966759e-20,0.0829,3.7415
355,710000,5.739661e+08,3.7791,4.614716e+08,3.0384,2,1.983802e-20,0.0770,4.1575
356,712000,5.764386e+08,3.7954,4.637319e+08,3.0533,2,1.902075e-20,0.0832,3.6052
357,714000,5.789111e+08,3.8116,4.659728e+08,3.0680,2,1.856314e-20,0.0788,3.5295
358,716000,5.813836e+08,3.8279,4.681907e+08,3.0826,2,1.959454e-20,0.0830,3.5606
359,718000,5.838560e+08,3.8442,4.704324e+08,3.0974,2,1.958764e-20,0.0793,3.6551
360,720000,5.863284e+08,3.8605,4.726899e+08,3.1123,2,2.011719e-20,0.0798,3.8234
361,722000,5.888010e+08,3.8768,4.749568e+08,3.1272,2,1.984329e-20,0.0711,3.8388
362,724000,5.912734e+08,3.8930,4.771691e+08,3.1418,2,1.995567e-20,0.0808,3.7797
363,726000,5.937459e+08,3.9093,4.794484e+08,3.1568,2,1.935825e-20,0.0823,3.5800
364,728000,5.962184e+08,3.9256,4.817198e+08,3.1717,2,2.012560e-20,0.0806,4.2532
365,730000,5.986908e+08,3.9419,4.839572e+08,3.1864,2,1.962232e-20,0.0794,3.7706
366,732000,6.011633e+08,3.9581,4.862058e+08,3.2012,2,2.034778e-20,0.0801,4.3792
367,734000,6.036358e+08,3.9744,4.884517e+08,3.2160,2,2.029633e-20,0.0851,3.8820
368,736000,6.061082e+08,3.9907,4.906910e+08,3.2308,2,2.066485e-20,0.0806,4.5060
369,738000,6.085807e+08,4.0070,4.929570e+08,3.2457,2,1.946825e-20,0.0802,4.3335
370,740000,6.110532e+08,4.0233,4.951829e+08,3.2604,2,1.997198e-20,0.0772,4.2320
371,742000,6.135256e+08,4.0395,4.974013e+08,3.2750,2,2.005600e-20,0.0859,3.9169
372,744000,6.159981e+08,4.0558,4.996712e+08,3.2899,2,2.027063e-20,0.0843,3.4594
373,746000,6.184706e+08,4.0721,5.019177e+08,3.3047,2,1.953551e-20,0.0750,3.8584
374,748000,6.209430e+08,4.0884,5.041673e+08,3.3195,2,1.970758e-20,0.0733,4.6763
375,750000,6.234155e+08,4.1047,5.064239e+08,3.3344,2,2.010921e-20,0.0666,4.0898
376,752000,6.258879e+08,4.1209,5.086843e+08,3.3493,2,2.023735e-20,0.0861,3.6801
377,754000,6.283604e+08,4.1372,5.109351e+08,3.3641,2,2.058962e-20,0.0862,3.7172
378,756000,6.308329e+08,4.1535,5.131728e+08,3.3788,2,2.037666e-20,0.0832,3.9124
379,758000,6.333053e+08,4.1698,5.154101e+08,3.3935,2,1.944452e-20,0.0749,3.9782
380,760000,6.357779e+08,4.1861,5.176731e+08,3.4084,2,1.958342e-20,0.0709,3.9020
381,762000,6.382503e+08,4.2023,5.199285e+08,3.4233,2,2.053851e-20,0.0802,4.5417
382,764000,6.407228e+08,4.2186,5.221609e+08,3.4380,2,2.027563e-20,0.0875,4.4375
383,766000,6.431953e+08,4.2349,5.244308e+08,3.4529,2,1.932243e-20,0.0845,4.2574
384,768000,6.456677e+08,4.2512,5.266614e+08,3.4676,2,1.994025e-20,0.0814,3.3710
385,770000,6.481402e+08,4.2674,5.289308e+08,3.4826,2,2.000452e-20,0.0701,4.2088
386,772000,6.506127e+08,4.2837,5.311828e+08,3.4974,2,1.977123e-20,0.0879,4.0245
387,774000,6.530851e+08,4.3000,5.334344e+08,3.5122,2,1.993287e-20,0.0849,3.8869
388,776000,6.555576e+08,4.3163,5.356793e+08,3.5270,2,2.110175e-20,0.0891,3.7523
389,778000,6.580301e+08,4.3326,5.379464e+08,3.5419,2,1.984228e-20,0.0849,3.9957
390,780000,6.605025e+08,4.3488,5.402003e+08,3.5568,2,2.040803e-20,0.0790,3.9836
391,782000,6.629750e+08,4.3651,5.424392e+08,3.5715,2,2.030635e-20,0.0856,3.4963
392,784000,6.654474e+08,4.3814,5.447302e+08,3.5866,2,1.960461e-20,0.0790,4.5999
393,786000,6.679199e+08,4.3977,5.469776e+08,3.6014,2,1.994617e-20,0.0775,4.3256
394,788000,6.703924e+08,4.4140,5.492281e+08,3.6162,2,2.082269e-20,0.0812,4.1307
395,790000,6.728648e+08,4.4302,5.514905e+08,3.6311,2,2.051682e-20,0.0867,4.0909
396,792000,6.753373e+08,4.4465,5.537839e+08,3.6462,2,2.060530e-20,0.0859,3.7906
397,794000,6.778098e+08,4.4628,5.560338e+08,3.6610,2,2.094366e-20,0.0779,4.2392
398,796000,6.802822e+08,4.4791,5.583009e+08,3.6759,2,2.123534e-20,0.0806,3.8465
399,798000,6.827548e+08,4.4954,5.605517e+08,3.6908,2,2.086335e-20,0.0840,3.8864
400,800000,6.852272e+08,4.5116,5.628180e+08,3.7057,2,2.103302e-20,0.0919,3.6970
401,802000,6.876996e+08,4.5279,5.650653e+08,3.7205,2,2.171840e-20,0.0824,3.7835
402,804000,6.901722e+08,4.5442,5.673391e+08,3.7354,2,2.165192e-20,0.0798,3.4613
403,806000,6.926446e+08,4.5605,5.695880e+08,3.7503,2,2.054480e-20,0.0920,3.8178
404,808000,6.951171e+08,4.5768,5.718488e+08,3.7651,2,2.104270e-20,0.0811,4.0389
405,810000,6.975896e+08,4.5930,5.741217e+08,3.7801,2,2.056789e-20,0.0826,3.6840
406,812000,7.000620e+08,4.6093,5.764093e+08,3.7952,2,2.088517e-20,0.0868,3.5950
407,814000,7.025345e+08,4.6256,5.786828e+08,3.8101,2,2.021497e-20,0.0896,3.9772
408,816000,7.050069e+08,4.6419,5.809500e+08,3.8251,2,1.967623e-20,0.0767,3.8103
409,818000,7.074794e+08,4.6581,5.831809e+08,3.8397,2,2.006434e-20,0.0790,3.7946
410,820000,7.099519e+08,4.6744,5.855091e+08,3.8551,2,2.100358e-20,0.0870,4.0737
411,822000,7.124243e+08,4.6907,5.878081e+08,3.8702,2,2.135080e-20,0.0935,3.8923
412,824000,7.148968e+08,4.7070,5.900603e+08,3.8850,2,2.106297e-20,0.1036,3.5028
413,826000,7.173693e+08,4.7233,5.923629e+08,3.9002,2,2.041837e-20,0.0925,4.2046
414,828000,7.198417e+08,4.7395,5.946848e+08,3.9155,2,2.035942e-20,0.0952,3.5373
415,830000,7.223142e+08,4.7558,5.970000e+08,3.9307,2,2.162184e-20,0.0921,3.6723
416,832000,7.247867e+08,4.7721,5.992817e+08,3.9458,2,2.031033e-20,0.0900,3.9378
417,834000,7.272591e+08,4.7884,6.015625e+08,3.9608,2,2.070894e-20,0.0880,3.6789
418,836000,7.297316e+08,4.8047,6.038675e+08,3.9760,2,2.109842e-20,0.0933,3.5587
419,838000,7.322041e+08,4.8209,6.061860e+08,3.9912,2,2.114870e-20,0.0979,3.7083
420,840000,7.346765e+08,4.8372,6.084955e+08,4.0064,2,2.142630e-20,0.0828,3.7615
421,842000,7.371491e+08,4.8535,6.108172e+08,4.0217,2,2.166951e-20,0.0881,4.5485
422,844000,7.396215e+08,4.8698,6.131159e+08,4.0368,2,2.107373e-20,0.0854,3.9199
423,846000,7.420940e+08,4.8861,6.154184e+08,4.0520,2,2.032025e-20,0.0951,3.5809
424,848000,7.445664e+08,4.9023,6.177203e+08,4.0672,2,2.199954e-20,0.0890,3.8410
425,850000,7.470389e+08,4.9186,6.200161e+08,4.0823,2,2.143977e-20,0.0950,3.9013
426,852000,7.495114e+08,4.9349,6.223025e+08,4.0973,2,2.195316e-20,0.0950,3.7096
427,854000,7.519838e+08,4.9512,6.246459e+08,4.1128,2,2.135365e-20,0.0961,3.6874
428,856000,7.544563e+08,4.9675,6.269874e+08,4.1282,2,2.106665e-20,0.0813,3.9467
429,858000,7.569288e+08,4.9837,6.292863e+08,4.1433,2,2.164261e-20,0.0812,4.0173
