snapshot,step,delta_omega_rad_s,delta_omega_over_kappa,delta_omega_eff_rad_s,delta_omega_eff_over_kappa,label,U_int_J,sech2_corr,contrast
266,532000,1.017235e+08,0.6698,1.384336e+07,0.0911,2,1.191353e-20,0.0769,4.2277
267,534000,9.925105e+07,0.6535,1.158318e+07,0.0763,2,1.160187e-20,0.0786,4.1185
268,536000,9.677858e+07,0.6372,9.327572e+06,0.0614,2,1.164506e-20,0.0794,3.5571
269,538000,9.430611e+07,0.6209,7.052642e+06,0.0464,2,1.170947e-20,0.0796,4.0193
270,540000,9.183364e+07,0.6046,4.779688e+06,0.0315,2,1.165211e-20,0.0804,3.5853
271,542000,8.936118e+07,0.5884,2.501360e+06,0.0165,2,1.141432e-20,0.0770,3.5900
272,544000,8.688870e+07,0.5721,2.026935e+05,0.0013,2,1.147944e-20,0.0783,3.9227
273,546000,8.441624e+07,0.5558,-2.086601e+06,-0.0137,2,1.128746e-20,0.0768,3.8416
274,548000,8.194377e+07,0.5395,-4.360608e+06,-0.0287,2,1.109880e-20,0.0800,3.4865
275,550000,7.947130e+07,0.5233,-6.657788e+06,-0.0438,2,1.131118e-20,0.0786,3.5764
276,552000,7.699883e+07,0.5070,-8.927909e+06,-0.0588,2,1.132725e-20,0.0767,3.8102
277,554000,7.452637e+07,0.4907,-1.119454e+07,-0.0737,2,1.107474e-20,0.0773,4.1878
278,556000,7.205390e+07,0.4744,-1.344930e+07,-0.0886,2,1.108635e-20,0.0795,3.9425
279,558000,6.958143e+07,0.4581,-1.570335e+07,-0.1034,2,1.114429e-20,0.0777,3.5520
280,560000,6.710896e+07,0.4419,-1.795810e+07,-0.1182,2,1.133092e-20,0.0772,3.6087
281,562000,6.463650e+07,0.4256,-2.023537e+07,-0.1332,2,1.091314e-20,0.0796,3.9407
282,564000,6.216403e+07,0.4093,-2.245435e+07,-0.1478,2,1.103460e-20,0.0788,3.4505
283,566000,5.969156e+07,0.3930,-2.471537e+07,-0.1627,2,1.090446e-20,0.0807,3.2124
284,568000,5.721909e+07,0.3767,-2.694803e+07,-0.1774,2,1.068660e-20,0.0797,3.6572
285,570000,5.474662e+07,0.3605,-2.920028e+07,-0.1923,2,1.066495e-20,0.0801,3.5403
286,572000,5.227416e+07,0.3442,-3.147227e+07,-0.2072,2,1.081986e-20,0.0772,4.5181
287,574000,4.980169e+07,0.3279,-3.371899e+07,-0.2220,2,1.052442e-20,0.0808,3.5451
288,576000,4.732922e+07,0.3116,-3.594714e+07,-0.2367,2,1.084189e-20,0.0789,3.4561
289,578000,4.485675e+07,0.2953,-3.820011e+07,-0.2515,2,1.059947e-20,0.0780,3.6563
290,580000,4.238428e+07,0.2791,-4.044378e+07,-0.2663,2,1.071204e-20,0.0783,3.5155
291,582000,3.991182e+07,0.2628,-4.268516e+07,-0.2810,2,1.062878e-20,0.0741,3.7226
292,584000,3.743935e+07,0.2465,-4.493717e+07,-0.2959,2,1.027725e-20,0.0782,3.8891
293,586000,3.496688e+07,0.2302,-4.719367e+07,-0.3107,2,1.064831e-20,0.0774,3.5836
294,588000,3.249441e+07,0.2139,-4.945033e+07,-0.3256,2,1.059503e-20,0.0772,3.9880
295,590000,3.002194e+07,0.1977,-5.169891e+07,-0.3404,2,1.021090e-20,0.0797,3.9338
296,592000,2.754947e+07,0.1814,-5.395723e+07,-0.3553,2,1.048068e-20,0.0758,3.6588
297,594000,2.507701e+07,0.1651,-5.617253e+07,-0.3698,2,1.039616e-20,0.0793,3.4703
298,596000,2.260454e+07,0.1488,-5.840259e+07,-0.3845,2,1.032656e-20,0.0785,3.5304
299,598000,2.013207e+07,0.1326,-6.064168e+07,-0.3993,2,1.006697e-20,0.0801,4.0881
300,600000,1.765960e+07,0.1163,-6.286558e+07,-0.4139,2,1.017014e-20,0.0778,3.8501
301,602000,1.518714e+07,0.1000,-6.511199e+07,-0.4287,2,1.019409e-20,0.0780,3.8108
302,604000,1.271467e+07,0.0837,-6.733771e+07,-0.4434,2,1.004978e-20,0.0800,3.7200
303,606000,1.024220e+07,0.0674,-6.958546e+07,-0.4582,2,9.945072e-21,0.0793,3.1666
304,608000,7.769730e+06,0.0512,-7.182702e+07,-0.4729,2,1.022368e-20,0.0773,3.9683
305,610000,5.297262e+06,0.0349,-7.406740e+07,-0.4877,2,1.011559e-20,0.0746,3.8220
306,612000,2.824795e+06,0.0186,-7.630664e+07,-0.5024,2,9.874191e-21,0.0777,4.2194
307,614000,3.523267e+05,0.0023,-7.853225e+07,-0.5171,2,9.698189e-21,0.0791,3.3709
308,616000,-2.120141e+06,-0.0140,-8.075537e+07,-0.5317,2,9.812055e-21,0.0784,4.0209
309,618000,-4.592610e+06,-0.0302,-8.296026e+07,-0.5462,2,9.958347e-21,0.0765,3.7232
310,620000,-7.065078e+06,-0.0465,-8.520026e+07,-0.5610,2,9.915496e-21,0.0760,4.0072
311,622000,-9.537545e+06,-0.0628,-8.744020e+07,-0.5757,2,9.922204e-21,0.0769,3.5812
312,624000,-1.201001e+07,-0.0791,-8.967029e+07,-0.5904,2,9.632853e-21,0.0781,3.7843
313,626000,-1.448248e+07,-0.0954,-9.188841e+07,-0.6050,2,9.984248e-21,0.0726,3.8757
314,628000,-1.695495e+07,-0.1116,-9.413796e+07,-0.6198,2,9.543970e-21,0.0785,3.6439
315,630000,-1.942742e+07,-0.1279,-9.636378e+07,-0.6345,2,9.733731e-21,0.0761,4.0818
316,632000,-2.189989e+07,-0.1442,-9.860925e+07,-0.6493,2,9.389701e-21,0.0796,3.1297
317,634000,-2.437235e+07,-0.1605,-1.008316e+08,-0.6639,2,9.433463e-21,0.0775,4.0447
318,636000,-2.684482e+07,-0.1768,-1.030832e+08,-0.6787,2,9.637670e-21,0.0757,4.2516
319,638000,-2.931729e+07,-0.1930,-1.052877e+08,-0.6932,2,9.573339e-21,0.0767,4.0103
320,640000,-3.178976e+07,-0.2093,-1.075072e+08,-0.7078,2,9.185203e-21,0.0786,3.5717
321,642000,-3.426222e+07,-0.2256,-1.097330e+08,-0.7225,2,9.243623e-21,0.0772,3.8890
322,644000,-3.673469e+07,-0.2419,-1.119702e+08,-0.7372,2,9.065435e-21,0.0795,3.4164
323,646000,-3.920716e+07,-0.2581,-1.142253e+08,-0.7521,2,9.297650e-21,0.0772,3.9475
324,648000,-4.167963e+07,-0.2744,-1.164273e+08,-0.7666,2,9.455274e-21,0.0756,3.7309
325,650000,-4.415210e+07,-0.2907,-1.186621e+08,-0.7813,2,8.900793e-21,0.0806,3.4777
326,652000,-4.662456e+07,-0.3070,-1.208884e+08,-0.7959,2,9.003865e-21,0.0794,3.4456
327,654000,-4.909703e+07,-0.3233,-1.231428e+08,-0.8108,2,9.217371e-21,0.0765,3.9375
328,656000,-5.156950e+07,-0.3395,-1.253930e+08,-0.8256,2,9.211432e-21,0.0769,3.8462
329,658000,-5.404197e+07,-0.3558,-1.276269e+08,-0.8403,2,8.876151e-21,0.0784,3.5496
330,660000,-5.651444e+07,-0.3721,-1.298461e+08,-0.8549,2,8.780594e-21,0.0806,3.6792
331,662000,-5.898690e+07,-0.3884,-1.320580e+08,-0.8695,2,8.968475e-21,0.0773,3.4217
332,664000,-6.145937e+07,-0.4047,-1.342938e+08,-0.8842,2,8.898072e-21,0.0778,3.9313
333,666000,-6.393184e+07,-0.4209,-1.365144e+08,-0.8988,2,9.026499e-21,0.0761,4.0396
334,668000,-6.640431e+07,-0.4372,-1.387586e+08,-0.9136,2,8.785767e-21,0.0777,3.9755
335,670000,-6.887678e+07,-0.4535,-1.409772e+08,-0.9282,2,8.860441e-21,0.0764,4.1669
336,672000,-7.134925e+07,-0.4698,-1.431688e+08,-0.9426,2,8.815015e-21,0.0785,3.7252
337,674000,-7.382171e+07,-0.4861,-1.453557e+08,-0.9570,2,8.481534e-21,0.0779,3.8164
338,676000,-7.629418e+07,-0.5023,-1.475653e+08,-0.9716,2,8.456449e-21,0.0802,3.0763
339,678000,-7.876665e+07,-0.5186,-1.497560e+08,-0.9860,2,8.552112e-21,0.0780,3.5308
340,680000,-8.123912e+07,-0.5349,-1.519731e+08,-1.0006,2,8.531918e-21,0.0769,3.9401
341,682000,-8.371158e+07,-0.5512,-1.541763e+08,-1.0151,2,8.376983e-21,0.0777,3.1075
342,684000,-8.618406e+07,-0.5674,-1.563677e+08,-1.0295,2,8.510242e-21,0.0775,3.6568
343,686000,-8.865652e+07,-0.5837,-1.586019e+08,-1.0443,2,8.358326e-21,0.0791,3.6114
344,688000,-9.112899e+07,-0.6000,-1.608150e+08,-1.0588,2,8.500308e-21,0.0759,3.4757
345,690000,-9.360146e+07,-0.6163,-1.630362e+08,-1.0735,2,8.208826e-21,0.0781,3.2087
346,692000,-9.607393e+07,-0.6326,-1.652485e+08,-1.0880,2,8.037008e-21,0.0809,3.5983
347,694000,-9.854639e+07,-0.6488,-1.674921e+08,-1.1028,2,8.180173e-21,0.0777,3.4884
348,696000,-1.010189e+08,-0.6651,-1.696975e+08,-1.1173,2,8.300483e-21,0.0763,3.5592
349,698000,-1.034913e+08,-0.6814,-1.719083e+08,-1.1319,2,8.020929e-21,0.0780,3.0804
350,700000,-1.059638e+08,-0.6977,-1.741567e+08,-1.1467,2,8.102434e-21,0.0784,3.0567
351,702000,-1.084363e+08,-0.7140,-1.763507e+08,-1.1611,2,8.078231e-21,0.0784,3.5653
352,704000,-1.109087e+08,-0.7302,-1.785515e+08,-1.1756,2,7.954712e-21,0.0775,3.5477
353,706000,-1.133812e+08,-0.7465,-1.807559e+08,-1.1901,2,7.841376e-21,0.0791,3.1998
354,708000,-1.158537e+08,-0.7628,-1.829764e+08,-1.2047,2,8.009549e-21,0.0775,3.9459
355,710000,-1.183261e+08,-0.7791,-1.851966e+08,-1.2194,2,7.762399e-21,0.0791,3.7411
356,712000,-1.207986e+08,-0.7954,-1.873907e+08,-1.2338,2,7.797238e-21,0.0794,3.7022
357,714000,-1.232711e+08,-0.8116,-1.896212e+08,-1.2485,2,7.668732e-21,0.0806,3.4433
358,716000,-1.257435e+08,-0.8279,-1.918514e+08,-1.2632,2,7.884112e-21,0.0774,3.3715
359,718000,-1.282160e+08,-0.8442,-1.940579e+08,-1.2777,2,7.560929e-21,0.0792,3.4528
360,720000,-1.306885e+08,-0.8605,-1.962742e+08,-1.2923,2,7.762655e-21,0.0775,3.1490
361,722000,-1.331609e+08,-0.8768,-1.984674e+08,-1.3067,2,7.602533e-21,0.0777,3.3853
362,724000,-1.356334e+08,-0.8930,-2.007255e+08,-1.3216,2,7.488745e-21,0.0802,3.4593
363,726000,-1.381059e+08,-0.9093,-2.029075e+08,-1.3360,2,7.643306e-21,0.0775,3.3764
364,728000,-1.405784e+08,-0.9256,-2.051105e+08,-1.3505,2,7.411909e-21,0.0785,3.0273
365,730000,-1.430508e+08,-0.9419,-2.073174e+08,-1.3650,2,7.424016e-21,0.0787,2.9768
366,732000,-1.455233e+08,-0.9581,-2.095382e+08,-1.3796,2,7.412203e-21,0.0798,3.6167
367,734000,-1.479958e+08,-0.9744,-2.117416e+08,-1.3941,2,7.198577e-21,0.0800,2.9258
368,736000,-1.504682e+08,-0.9907,-2.139768e+08,-1.4089,2,7.362689e-21,0.0790,3.4828
369,738000,-1.529407e+08,-1.0070,-2.161821e+08,-1.4234,2,7.246017e-21,0.0795,3.3807
370,740000,-1.554132e+08,-1.0233,-2.184123e+08,-1.4381,2,7.433478e-21,0.0774,3.5480
371,742000,-1.578856e+08,-1.0395,-2.206450e+08,-1.4528,2,7.453162e-21,0.0762,3.3209
372,744000,-1.603581e+08,-1.0558,-2.228493e+08,-1.4673,2,7.321003e-21,0.0779,3.4045
373,746000,-1.628306e+08,-1.0721,-2.250608e+08,-1.4818,2,7.107310e-21,0.0794,3.4818
374,748000,-1.653030e+08,-1.0884,-2.272727e+08,-1.4964,2,6.908211e-21,0.0806,3.1787
375,750000,-1.677755e+08,-1.1047,-2.294767e+08,-1.5109,2,6.987511e-21,0.0800,3.6067
376,752000,-1.702480e+08,-1.1209,-2.316768e+08,-1.5254,2,7.084544e-21,0.0774,3.2710
377,754000,-1.727204e+08,-1.1372,-2.338951e+08,-1.5400,2,6.787539e-21,0.0812,3.2633
378,756000,-1.751929e+08,-1.1535,-2.360882e+08,-1.5544,2,6.760191e-21,0.0804,2.9746
379,758000,-1.776654e+08,-1.1698,-2.383163e+08,-1.5691,2,7.024943e-21,0.0752,3.1342
380,760000,-1.801378e+08,-1.1861,-2.405364e+08,-1.5837,2,6.725444e-21,0.0806,3.0222
381,762000,-1.826103e+08,-1.2023,-2.427600e+08,-1.5984,2,6.826029e-21,0.0780,3.2986
382,764000,-1.850828e+08,-1.2186,-2.449829e+08,-1.6130,2,6.703387e-21,0.0802,3.2697
383,766000,-1.875552e+08,-1.2349,-2.471835e+08,-1.6275,2,6.536483e-21,0.0817,3.6002
384,768000,-1.900277e+08,-1.2512,-2.494132e+08,-1.6422,2,6.613922e-21,0.0804,2.8159
385,770000,-1.925002e+08,-1.2674,-2.516169e+08,-1.6567,2,6.609474e-21,0.0794,3.2111
386,772000,-1.949726e+08,-1.2837,-2.538406e+08,-1.6713,2,6.500208e-21,0.0804,3.5361
387,774000,-1.974451e+08,-1.3000,-2.560463e+08,-1.6858,2,6.699589e-21,0.0771,3.4764
388,776000,-1.999176e+08,-1.3163,-2.582626e+08,-1.7004,2,6.566422e-21,0.0777,3.0827
389,778000,-2.023900e+08,-1.3326,-2.604788e+08,-1.7150,2,6.518175e-21,0.0785,3.1082
390,780000,-2.048625e+08,-1.3488,-2.626892e+08,-1.7296,2,6.386439e-21,0.0792,2.9326
391,782000,-2.073350e+08,-1.3651,-2.649054e+08,-1.7442,2,6.485571e-21,0.0777,2.9548
392,784000,-2.098075e+08,-1.3814,-2.670877e+08,-1.7585,2,6.404044e-21,0.0789,3.0935
393,786000,-2.122799e+08,-1.3977,-2.693054e+08,-1.7731,2,6.144201e-21,0.0811,2.6952
394,788000,-2.147524e+08,-1.4140,-2.715334e+08,-1.7878,2,6.177939e-21,0.0805,3.0623
395,790000,-2.172249e+08,-1.4302,-2.737449e+08,-1.8024,2,6.159167e-21,0.0807,2.9354
396,792000,-2.196973e+08,-1.4465,-2.759430e+08,-1.8168,2,6.072564e-21,0.0817,3.5793
397,794000,-2.221698e+08,-1.4628,-2.781583e+08,-1.8314,2,6.017391e-21,0.0802,2.5820
398,796000,-2.246423e+08,-1.4791,-2.803476e+08,-1.8458,2,5.963028e-21,0.0812,2.7067
399,798000,-2.271147e+08,-1.4954,-2.825557e+08,-1.8604,2,6.065530e-21,0.0796,3.0011
400,800000,-2.295872e+08,-1.5116,-2.847517e+08,-1.8748,2,6.010313e-21,0.0786,3.3674
401,802000,-2.320597e+08,-1.5279,-2.869649e+08,-1.8894,2,5.909213e-21,0.0797,2.7558
402,804000,-2.345321e+08,-1.5442,-2.891537e+08,-1.9038,2,5.849711e-21,0.0800,3.0296
403,806000,-2.370046e+08,-1.5605,-2.913732e+08,-1.9184,2,5.803879e-21,0.0801,2.5166
404,808000,-2.394771e+08,-1.5768,-2.935814e+08,-1.9330,2,5.700182e-21,0.0812,2.4591
405,810000,-2.419495e+08,-1.5930,-2.957913e+08,-1.9475,2,5.734731e-21,0.0805,2.8036
406,812000,-2.444220e+08,-1.6093,-2.979955e+08,-1.9620,2,5.656899e-21,0.0806,2.4936
407,814000,-2.468945e+08,-1.6256,-3.002023e+08,-1.9766,2,5.659740e-21,0.0803,2.6570
408,816000,-2.493669e+08,-1.6419,-3.024244e+08,-1.9912,2,5.666032e-21,0.0798,2.9150
409,818000,-2.518394e+08,-1.6581,-3.046679e+08,-2.0060,2,5.613250e-21,0.0798,2.5091
410,820000,-2.543119e+08,-1.6744,-3.068523e+08,-2.0204,2,5.521304e-21,0.0806,2.3466
411,822000,-2.567844e+08,-1.6907,-3.090477e+08,-2.0348,2,5.497463e-21,0.0805,2.2367
412,824000,-2.592568e+08,-1.7070,-3.112582e+08,-2.0494,2,5.454265e-21,0.0806,2.2952
413,826000,-2.617293e+08,-1.7233,-3.134535e+08,-2.0638,2,5.405032e-21,0.0808,2.4341
414,828000,-2.642017e+08,-1.7395,-3.156351e+08,-2.0782,2,5.374023e-21,0.0807,2.3494
415,830000,-2.666742e+08,-1.7558,-3.178033e+08,-2.0925,2,5.339329e-21,0.0809,2.1789
416,832000,-2.691467e+08,-1.7721,-3.200003e+08,-2.1069,2,5.302889e-21,0.0808,2.2321
417,834000,-2.716192e+08,-1.7884,-3.222338e+08,-2.1216,2,5.262364e-21,0.0810,2.1381
418,836000,-2.740916e+08,-1.8047,-3.244409e+08,-2.1362,2,5.226327e-21,0.0811,2.0845
419,838000,-2.765641e+08,-1.8209,-3.266356e+08,-2.1506,2,5.196313e-21,0.0811,2.1909
420,840000,-2.790365e+08,-1.8372,-3.288124e+08,-2.1649,1,5.164800e-21,0.0811,1.9936
421,842000,-2.815090e+08,-1.8535,-3.310164e+08,-2.1795,2,5.133944e-21,0.0811,2.0311
422,844000,-2.839815e+08,-1.8698,-3.332255e+08,-2.1940,2,5.102621e-21,0.0812,2.0398
423,846000,-2.864540e+08,-1.8861,-3.354409e+08,-2.2086,1,5.071755e-21,0.0812,1.7988
424,848000,-2.889264e+08,-1.9023,-3.376402e+08,-2.2231,1,5.041945e-21,0.0812,1.8755
425,850000,-2.913989e+08,-1.9186,-3.398628e+08,-2.2377,1,5.012223e-21,0.0813,1.8721
426,852000,-2.938714e+08,-1.9349,-3.420995e+08,-2.2524,1,4.983043e-21,0.0813,1.7594
427,854000,-2.963438e+08,-1.9512,-3.443224e+08,-2.2671,1,4.955136e-21,0.0813,1.7318
428,856000,-2.988163e+08,-1.9674,-3.465197e+08,-2.2815,1,4.928257e-21,0.0813,1.7470
429,858000,-3.012888e+08,-1.9837,-3.487367e+08,-2.2961,1,4.902109e-21,0.0813,1.7230
